Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5099904,M      ,1,1,0,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,56,19,0,40,1
5099905,M      ,1,0,0,441000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,Office apartment                                  ,1,0,0,0,Cooking staff                                     ,2,27,5,0,18,1
5099906,F      ,0,1,2,112500,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,4,30,6,0,12,1
5099907,F      ,0,1,2,112500,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,4,30,6,1,47,1
5099908,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,32,1
5099909,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,29,1
5099910,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,34,1
5099911,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,35,1
5099912,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,3,1
5099913,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,32,1
5099914,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,10,1
5099915,F      ,0,1,2,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,28,5,0,2,1
5099931,M      ,1,1,1,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,Office apartment                                  ,1,0,0,0,Managers                                          ,3,42,19,0,24,1
5099932,M      ,1,1,1,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,Office apartment                                  ,1,0,0,0,Managers                                          ,3,42,19,0,34,1
5099933,M      ,1,1,1,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,Office apartment                                  ,1,0,0,0,Managers                                          ,3,42,19,0,8,1
5099934,M      ,1,1,1,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,Office apartment                                  ,1,0,0,0,Managers                                          ,3,42,19,0,12,1
5099935,F      ,0,1,3,54000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,5,39,6,0,14,1
5099937,F      ,0,1,3,54000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,5,39,6,0,42,1
5099938,F      ,0,1,3,54000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,5,39,6,0,22,1
5099939,F      ,0,1,3,54000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,5,39,6,1,27,1
5099940,F      ,0,1,3,54000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,5,39,6,0,21,1
5099941,F      ,0,1,3,54000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,5,39,6,0,2,1
5099942,F      ,0,1,3,54000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,5,39,6,0,1,1
5099945,F      ,1,0,0,185400,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,41,9,0,20,1
5099946,F      ,1,0,0,185400,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,41,9,0,59,1
5099948,F      ,1,0,0,185400,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,41,9,0,50,1
5099950,F      ,1,0,0,185400,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,41,9,0,21,1
5099955,F      ,1,1,1,225000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,3,31,2,0,6,1
5099956,F      ,1,1,1,225000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,3,31,2,0,6,1
5099957,F      ,1,1,1,225000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,3,31,2,0,5,1
5099958,F      ,1,1,1,225000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,3,31,2,0,3,1
5099968,M      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,60,3,0,34,1
5099970,M      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,60,3,0,52,1
5099971,M      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,60,3,0,61,1
5099973,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,28,5,0,39,1
5099974,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,28,5,0,40,1
5099975,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,28,5,0,39,1
5099976,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,28,5,0,30,1
5099977,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,28,5,0,7,1
5099978,M      ,0,1,0,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,56,3,0,1,1
5099979,M      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,33,2,0,6,1
5099980,M      ,0,1,0,90000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Low-skill Laborers                                ,1,42,3,0,3,1
5099981,M      ,0,1,0,90000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Low-skill Laborers                                ,1,42,3,0,1,1
5099982,M      ,1,0,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,37,7,0,21,1
5099983,M      ,1,0,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,37,7,0,21,1
5099984,M      ,1,0,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,37,7,0,21,1
5099985,M      ,1,0,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,37,7,0,17,1
5099986,F      ,1,1,2,112500,State servant                                     ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,4,37,16,0,25,1
5099987,F      ,1,1,2,112500,State servant                                     ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,4,37,16,0,26,1
5099988,F      ,1,1,2,112500,State servant                                     ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,High skill tech staff                             ,4,37,16,0,26,1
5099990,F      ,1,1,2,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,4,36,5,0,6,1
5099991,F      ,1,1,2,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,4,36,5,0,26,1
5099993,F      ,0,0,0,202500,Working                                           ,Higher education                                  ,Married                                           ,Municipal apartment                               ,1,0,0,0,Core staff                                        ,2,49,24,0,46,1
5100000,F      ,0,0,1,180000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,42,10,0,16,1
5100002,F      ,0,1,2,118350,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,4,29,9,2,13,1
5100003,F      ,0,1,2,118350,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,4,29,9,0,13,1
5100007,M      ,0,0,1,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Core staff                                        ,3,36,4,0,22,1
5100009,F      ,0,0,0,90000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,Municipal apartment                               ,1,1,0,0,Laborers                                          ,1,29,3,0,7,1
5100010,M      ,1,0,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,53,3,0,57,1
5100011,M      ,1,0,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,53,3,0,52,1
5100012,M      ,0,0,0,450000,Commercial associate                              ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,1,1,0,Managers                                          ,2,40,12,0,60,1
5100013,F      ,0,1,1,180000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,Accountants                                       ,3,49,25,0,15,1
5100014,F      ,0,1,1,180000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,Accountants                                       ,3,49,25,0,27,1
5100015,F      ,0,1,2,45000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,38,8,1,20,1
5100016,F      ,0,1,0,99000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,34,2,0,39,1
5100017,M      ,1,1,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,48,12,0,4,1
5100018,M      ,1,1,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,2,47,4,0,5,1
5100019,M      ,1,1,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,2,47,4,0,5,1
5100020,F      ,0,1,0,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,43,17,0,9,1
5100021,F      ,1,0,0,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,43,16,0,8,1
5100022,F      ,1,0,1,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,41,3,0,39,1
5100023,F      ,1,0,1,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,41,3,0,39,1
5100024,M      ,1,0,1,148500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Drivers                                           ,3,36,8,0,60,1
5100026,F      ,1,0,0,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,33,6,1,35,1
5100027,F      ,1,0,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,53,32,0,25,1
5100028,F      ,0,0,0,135000,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Accountants                                       ,2,50,13,0,20,1
5100029,F      ,0,0,0,135000,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Accountants                                       ,2,50,13,0,17,1
5100030,F      ,0,0,2,135000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,0,0,Laborers                                          ,3,37,4,0,15,1
5100031,F      ,0,0,0,144000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Core staff                                        ,1,47,21,0,60,1
5100032,M      ,1,0,1,360000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,3,31,10,0,9,1
5100033,M      ,1,0,1,337500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Managers                                          ,3,40,3,0,29,1
5100034,M      ,1,0,1,337500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Managers                                          ,3,40,3,0,25,1
5100037,M      ,1,0,0,207000,Working                                           ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,0,Laborers                                          ,2,57,3,0,7,1
5100038,M      ,1,1,2,301500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,Office apartment                                  ,1,0,1,0,High skill tech staff                             ,4,47,8,0,30,1
5100039,M      ,0,1,0,630000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,1,52,7,0,31,1
5100040,M      ,1,0,0,135000,Working                                           ,Incomplete higher                                 ,Single / not married                              ,With parents                                      ,1,0,0,1,Laborers                                          ,1,25,2,0,17,1
5100042,F      ,0,0,2,103500,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,4,31,11,0,48,1
5100043,F      ,0,0,2,103500,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,4,31,11,0,12,1
5100044,F      ,0,0,2,103500,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,4,31,11,0,49,1
5100045,F      ,1,1,0,270000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,43,2,0,9,1
5100046,F      ,0,1,1,108000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Cleaning staff                                    ,3,33,9,0,21,1
5100050,F      ,0,0,3,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,Office apartment                                  ,1,1,0,0,Core staff                                        ,5,35,4,4,39,1
5100053,F      ,0,1,1,103500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,3,37,1,0,5,1
5100055,M      ,1,0,0,193500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,47,6,0,19,1
5100056,M      ,1,0,0,193500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,47,6,0,5,1
5100065,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,1,0,0,Medicine staff                                    ,2,29,6,0,5,1
5100067,M      ,1,0,0,270000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Managers                                          ,2,57,8,2,44,1
5100068,M      ,1,0,0,270000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Managers                                          ,2,57,8,2,11,1
5100070,F      ,0,1,0,180000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,0,Private service staff                             ,2,38,11,0,42,1
5100073,F      ,0,1,0,292500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,Office apartment                                  ,1,0,0,0,Cleaning staff                                    ,1,54,6,0,8,1
5100077,M      ,1,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,2,49,5,0,25,1
5100083,M      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,3,30,8,0,33,1
5100084,M      ,0,0,0,252000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,1,1,Drivers                                           ,1,40,19,0,25,1
5100085,F      ,0,1,1,135000,Commercial associate                              ,Incomplete higher                                 ,Civil marriage                                    ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,41,14,0,7,1
5100086,M      ,1,0,0,90000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,1,0,Laborers                                          ,1,30,1,0,8,1
5100087,M      ,0,0,0,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,High skill tech staff                             ,2,43,3,0,9,1
5100089,F      ,0,1,0,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,53,12,0,8,1
5100091,M      ,0,1,0,225000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,38,6,0,2,1
5100101,F      ,0,1,0,76500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,30,2,0,37,1
5100104,M      ,0,0,1,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Security staff                                    ,3,31,1,1,3,1
5100105,F      ,0,0,2,180000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,38,5,0,37,1
5100106,M      ,1,0,0,81000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,49,9,0,4,1
5100113,F      ,1,1,0,202500,State servant                                     ,Incomplete higher                                 ,Married                                           ,Municipal apartment                               ,1,1,1,0,Laborers                                          ,2,38,3,0,7,1
5100115,M      ,1,1,0,180000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,49,11,0,7,1
5100119,M      ,1,0,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,32,6,0,24,1
5100126,F      ,0,0,1,180000,Commercial associate                              ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,1,1,0,High skill tech staff                             ,3,41,21,6,19,1
5100128,F      ,0,1,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,33,7,0,58,1
5100129,F      ,0,1,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,4,33,7,0,25,1
5100132,M      ,1,1,2,270000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,4,39,6,0,36,1
5100133,M      ,1,1,2,270000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,4,39,6,0,10,1
5100135,F      ,0,1,0,126000,Commercial associate                              ,Secondary / secondary special                     ,Widow                                             ,House / apartment                                 ,1,1,1,0,Cooking staff                                     ,1,56,4,0,28,1
5100136,M      ,1,1,0,117000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Drivers                                           ,2,35,14,0,10,1
5100141,F      ,0,1,0,180000,State servant                                     ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Managers                                          ,1,49,11,0,49,1
5100142,F      ,0,1,0,121500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,11,1,24,1
5100144,F      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,8,0,13,1
5100145,M      ,1,1,0,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,2,62,5,0,18,1
5100147,F      ,0,0,2,157500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Rented apartment                                  ,1,0,0,0,Sales staff                                       ,4,43,6,0,17,1
5100148,F      ,0,0,2,157500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Rented apartment                                  ,1,0,0,0,Sales staff                                       ,4,43,6,0,36,1
5100149,M      ,1,0,0,306000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,44,5,0,30,1
5100150,M      ,1,0,0,306000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,44,5,0,35,1
5100151,F      ,0,0,0,74250,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Core staff                                        ,2,55,9,0,4,1
5100152,F      ,1,0,0,144000,Working                                           ,Secondary / secondary special                     ,Widow                                             ,House / apartment                                 ,1,0,0,0,HR staff                                          ,1,40,4,0,7,1
5100153,F      ,1,0,0,144000,Working                                           ,Secondary / secondary special                     ,Widow                                             ,House / apartment                                 ,1,0,0,0,HR staff                                          ,1,40,4,1,17,1
5100155,F      ,1,0,3,675000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,5,38,6,0,18,1
5100156,M      ,1,1,0,234000,Commercial associate                              ,Higher education                                  ,Civil marriage                                    ,House / apartment                                 ,1,1,1,0,High skill tech staff                             ,2,64,15,0,18,1
5100160,F      ,0,1,1,202500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,With parents                                      ,1,0,1,0,Sales staff                                       ,3,37,8,1,15,1
5100161,F      ,0,1,0,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,2,43,8,0,23,1
5100163,F      ,0,1,0,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,2,43,8,0,12,1
5100164,M      ,0,0,1,270000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,33,2,0,6,1
5100165,M      ,1,1,0,270000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,41,7,0,37,1
5100166,M      ,1,1,0,193500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,2,56,1,0,21,1
5100167,F      ,0,1,0,76500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Waiters/barmen staff                              ,2,43,1,5,3,0
5100172,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,3,36,11,0,5,1
5100177,F      ,1,0,2,315000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,0,Managers                                          ,4,38,8,0,3,1
5100182,M      ,1,1,1,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,3,43,1,0,57,1
5100184,M      ,1,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,30,3,0,25,1
5100185,F      ,0,1,0,450000,Working                                           ,Higher education                                  ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,45,15,0,26,1
5100186,F      ,1,1,1,540000,Working                                           ,Higher education                                  ,Separated                                         ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,49,13,2,6,1
